timestamp,ax,ay,az,gx,gy,gz,pressing_id
225135,-9536,-5543,17687,9011,-12644,-6458,12
225148,-5649,-5381,17897,6793,-15977,-7185,12
225161,-1201,-5857,18113,2736,-12933,-6354,12
225174,-1267,-4697,18645,1708,-10679,-4262,12
225187,-2632,-3862,17607,351,-8288,-2541,12
225199,-4256,-4756,13615,-457,-6368,-2217,12
225212,-3428,-5967,13655,543,-5878,-2523,12
225225,-1756,-5012,15773,2523,-3027,-2512,12
225238,-685,-4158,16285,2922,-1879,-1855,12
225251,-611,-4049,16147,2953,-583,-913,12
225263,-305,-4562,17897,3423,1189,1241,12
225276,10,-3685,19308,3170,1152,2475,12
225289,10,-2513,20468,2253,450,3962,12
225302,-2393,-1801,20523,-687,-495,6653,12
225314,-3992,-2108,20050,-1964,-637,7249,12
225327,-5074,-1987,19688,-2934,-567,7252,12
225340,-2978,-1373,17662,-4285,-443,7072,12
225353,-1036,-1088,16578,-4499,-866,8091,12
225366,-408,-1488,16096,-4474,-1296,9961,12
225378,-2440,-2147,15188,-4060,-1839,13153,12
225391,-2488,-2025,16597,-3542,-2012,14115,12
225404,-2691,1099,20145,-5192,-565,15789,12
225417,-2062,2360,20685,-7502,488,16424,12
225429,-3180,2503,19013,-10765,1511,17473,12
225443,-8042,170,16109,-15051,535,18182,12
225455,-6976,-436,14896,-15716,-922,17186,12
225468,-4460,-973,14170,-15632,-1453,16553,12
225481,-4548,-355,13836,-13840,417,17640,12
225494,-7846,-462,12765,-13227,1493,18096,12
225506,-10414,-532,11467,-12148,1359,17377,12
225519,-13506,-1241,8860,-9201,617,13502,12
225532,-14488,-1031,8386,-7130,52,11222,12
225545,-21926,921,9693,-3264,597,3432,12
225558,-21068,2975,9421,-1881,-41,-1082,12
225570,-24324,4750,8832,-629,-175,-4906,12
225583,-32759,9677,7479,2730,-900,-16051,12
225596,-32760,13560,8359,4890,-822,-25450,12
225609,-32760,18069,9443,6828,590,-32272,12
225622,-32759,31174,10690,11429,8942,-32764,12
225634,-32759,32742,12135,15485,13025,-32764,12
225647,-31603,32742,18613,20111,16561,-32764,12
225660,-16304,32742,28776,23966,22833,-32764,12
225673,-14142,32742,28275,23467,24300,-32764,12
225685,-9517,32742,26330,22454,23243,-32764,12
225698,60,32742,29902,19464,21879,-32764,12
225711,3560,32742,28740,16443,24818,-32764,12
225724,4066,32742,29827,15039,29928,-32764,12
226548,-11064,3254,15951,2095,-3520,6091,13
226561,-10193,3098,16456,2332,-2762,4472,13
226574,-8808,1329,15708,2366,-1989,2381,13
226587,-7677,1125,16951,2667,-2348,1849,13
226600,-6232,1106,19554,1731,-2719,1091,13
226613,-6537,1004,19314,263,-2708,1144,13
226625,-7369,201,17328,-1367,-2314,1307,13
226638,-8325,-1113,13950,-1285,-522,862,13
226651,-8189,-1077,14204,6,244,382,13
226664,-6854,-951,15628,1209,365,-214,13
226676,-5331,-224,16652,1159,845,-218,13
226689,-5812,-668,15699,700,1266,352,13
226702,-6736,-862,14969,645,1456,788,13
226715,-8173,-1098,14025,1446,1935,775,13
226727,-9013,-1057,14011,2097,2186,520,13
226740,-10257,-570,15035,2797,2340,-118,13
226753,-10044,280,15909,3088,1345,-2361,13
226765,-8528,967,16779,2422,401,-3357,13
226812,-12947,994,12348,868,-150,-8389,13
226825,-7043,2950,16243,2152,-293,-10865,13
226838,-6107,2599,16029,2308,-255,-11395,13
226851,-7931,2537,16738,2673,-51,-10600,13
226863,-12371,3523,17117,2880,-1968,-10955,13
226877,-14906,3782,18756,2754,-2342,-12054,13
226889,-15080,4940,18951,2304,-2114,-14182,13
226902,-13920,6839,17812,1485,-649,-18055,13
226915,-14223,6947,16608,1416,329,-19593,13
226928,-14831,6717,15545,1866,1312,-21093,13
226940,-13975,6972,15414,2945,4058,-25458,13
226953,-13406,6133,15706,2930,5220,-27626,13
226966,-11523,7320,16312,3281,4859,-29612,13
226979,-8840,8447,15985,3260,4739,-31626,13
226992,-9365,8933,16102,3621,5368,-32128,13
227004,-11232,10020,14979,4236,7822,-32764,13
227017,-12600,11168,14935,5092,8939,-32764,13
227030,-13627,12761,15326,6182,9700,-32764,13
227043,-15015,17019,17188,7924,10343,-32764,13
227056,-15309,19850,19291,8234,10917,-32764,13
