timestamp,ax,ay,az,gx,gy,gz,pressing_id
2224815,-2603,11911,26546,-5679,6197,6238,7
2224827,-3365,14128,29696,-6158,5946,6311,7
2224840,-6794,19712,32764,-10018,4583,5483,7
2224853,-7833,21743,32764,-14467,5062,3939,7
2224866,-7823,23437,32764,-19601,6980,1664,7
2224879,-3802,28697,32764,-28963,6630,-2326,7
2224891,1215,31950,32764,-32483,3447,-3437,7
2224904,3859,32742,32764,-32764,328,-3091,7
2224917,3724,32742,32764,-32764,177,-2272,7
2224930,7748,32742,32764,-32764,511,-3146,7
2224942,12370,32742,32764,-32764,56,-2859,7
2224955,19053,32742,32668,-32764,-2156,1257,7
2224968,20245,32742,28203,-32764,-3562,4790,7
2224981,17371,32742,11818,-32764,-3484,12549,7
2224994,14074,32742,6074,-32764,-3993,15772,7
2225067,1362,15006,-13468,-32764,-3588,20589,8
2225080,-1369,11813,-14621,-32764,-1974,20482,8
2225092,-2960,9086,-14969,-32764,-596,19419,8
2225105,-4496,5644,-11634,-30789,389,15642,8
2225118,-3712,5769,-8753,-26224,369,13927,8
2225872,-7176,17354,32764,-14930,-2150,4331,9
2225885,-12932,22100,32764,-30588,-8874,3414,9
2225898,-12165,25858,32764,-32761,-13249,1686,9
2225911,-7708,29117,32764,-32764,-17019,427,9
2225923,4391,32742,32764,-32764,-20636,3453,9
2225937,5242,32742,32764,-32764,-19536,8046,9
2225949,1475,32742,32764,-32764,-17897,12282,9
2225962,-5903,32742,21338,-32764,-12964,14268,9
2225975,-7357,32742,11924,-32764,-10409,12728,9
2225988,-7023,32742,3135,-32764,-8293,10317,9
2226001,-4740,32742,-10705,-32764,-10319,7897,9
2226013,-6282,32384,-15384,-32764,-15171,8342,9
2226026,-4876,22712,-23031,-32764,-20303,9775,9
2226039,-1342,17572,-26382,-32764,-17473,11895,9
2226052,-4101,13580,-29343,-32764,-8590,14548,9
2226065,-9613,7850,-32742,-32764,2503,14608,9
2226078,-8228,1401,-32742,-31900,2074,13284,9
